id_status,id_customer,total_cost,currency,id_statusp1,id_payment_methodp1,amountp1,currency1,id_statusp2,id_payment_methodp2,amountp2,currency2,id_productpd1,sale_pricepd1,quantitypd1,id_productpd2,sale_pricepd2,quantitypd2
77ab09ae-9f0f-434c-9a4e-0f1e3a0882b6,69c94943-6f1a-42d5-935c-985c8053b4ce,3115.53,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,91e9c37a-bb8b-4702-9a1e-4dd5bbf0dfec,1014.07,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,fdbf5a2a-d3bb-41ea-b5ea-ea50b95eec39,500.02,PEN,ba3b0494-685a-4f62-a6b5-b21ad9735777,2464.89,1,ba3b0494-685a-4f62-a6b5-b21ad9735777,216.88,3
fb8314d3-8c6c-42d3-9889-72062056d3f4,74284dcd-c87b-4f7d-b2c6-ae7af547a3dd,9752.91,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,eb61b68f-383b-49cb-91d3-b1f66a4e5675,703.59,PEN,415960a7-3e2e-4a8d-8e26-5b19b235d1d7,fdbf5a2a-d3bb-41ea-b5ea-ea50b95eec39,1040.28,PEN,be0723ec-9aab-4665-8538-156415d6be86,2057.17,3,be0723ec-9aab-4665-8538-156415d6be86,1193.80,3
2a73571c-f199-43dc-9994-994e19540dc7,76f46d30-7375-4c03-b9bb-9e39952bbeb0,4893.50,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,fdbf5a2a-d3bb-41ea-b5ea-ea50b95eec39,962.61,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,bc7a56b1-1b57-4a36-a03b-96f6c9f9aef7,831.01,PEN,d4f40ecd-784d-432f-9ef2-6cc4a0c72bd7,2485.79,1,d4f40ecd-784d-432f-9ef2-6cc4a0c72bd7,802.57,3
2a73571c-f199-43dc-9994-994e19540dc7,77827c7c-23f9-43cd-add6-6857b551ba90,3437.11,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,7f7ffeb9-7e39-4215-b064-91f36267b25e,549.85,PEN,b617b94a-1183-47e7-837f-5adf09b8e171,eb61b68f-383b-49cb-91d3-b1f66a4e5675,1388.92,PEN,dfa27b60-0ffb-4e34-b430-9dc3fad987ed,903.69,1,dfa27b60-0ffb-4e34-b430-9dc3fad987ed,1266.71,2
2a73571c-f199-43dc-9994-994e19540dc7,785260bd-105a-4c52-ac83-38dd826be020,3260.35,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,7f7ffeb9-7e39-4215-b064-91f36267b25e,103.20,PEN,415960a7-3e2e-4a8d-8e26-5b19b235d1d7,fdbf5a2a-d3bb-41ea-b5ea-ea50b95eec39,1268.45,PEN,dfa41d97-25bf-440d-a2af-84da597b8a01,1996.06,1,dfa41d97-25bf-440d-a2af-84da597b8a01,421.43,3
fb8314d3-8c6c-42d3-9889-72062056d3f4,816b377a-2d05-42d1-959b-6d124a90e63c,4419.83,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,7f7ffeb9-7e39-4215-b064-91f36267b25e,1078.73,PEN,b617b94a-1183-47e7-837f-5adf09b8e171,fdbf5a2a-d3bb-41ea-b5ea-ea50b95eec39,1135.53,PEN,e4e40246-5da3-466c-9d7f-13e846cff37d,2233.05,1,e4e40246-5da3-466c-9d7f-13e846cff37d,1093.39,2
2a73571c-f199-43dc-9994-994e19540dc7,8ccc5972-5888-4c47-9f8d-c51d0008760a,8367.33,PEN,b617b94a-1183-47e7-837f-5adf09b8e171,bc7a56b1-1b57-4a36-a03b-96f6c9f9aef7,984.07,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,eb61b68f-383b-49cb-91d3-b1f66a4e5675,155.26,PEN,ef7e617c-1330-416d-b595-245233d583ad,1500.81,2,ef7e617c-1330-416d-b595-245233d583ad,1788.57,3
fb8314d3-8c6c-42d3-9889-72062056d3f4,94e7292c-c04d-4231-a65a-1b70f386a4c2,6795.31,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,7f7ffeb9-7e39-4215-b064-91f36267b25e,358.31,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,bc7a56b1-1b57-4a36-a03b-96f6c9f9aef7,1175.27,PEN,f0a4812c-efb3-4e7e-a9ec-cfee7d9fb72b,628.35,3,f0a4812c-efb3-4e7e-a9ec-cfee7d9fb72b,2455.13,2
6f0b6dcf-bf11-4f07-a8b4-e5a98e91b2bc,9dc8de13-7e94-445d-b7b0-e1d7ad87f8b4,5582.42,PEN,b617b94a-1183-47e7-837f-5adf09b8e171,91e9c37a-bb8b-4702-9a1e-4dd5bbf0dfec,470.69,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,7f7ffeb9-7e39-4215-b064-91f36267b25e,832.63,PEN,f3c6ec43-2d5f-403e-b3cc-b5a20f0e7963,1325.76,3,f3c6ec43-2d5f-403e-b3cc-b5a20f0e7963,802.57,2
bb997dac-753c-4b2b-b55d-6f7b64232f66,c975e3ec-93fa-411d-9070-24a3a93d9a5c,6166.96,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,bc7a56b1-1b57-4a36-a03b-96f6c9f9aef7,83.89,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,91e9c37a-bb8b-4702-9a1e-4dd5bbf0dfec,622.01,PEN,f51226cb-0bf6-4d3a-bf26-7d1e8456fcc7,628.35,2,f51226cb-0bf6-4d3a-bf26-7d1e8456fcc7,2455.13,2
6f0b6dcf-bf11-4f07-a8b4-e5a98e91b2bc,dd7b5519-1d6a-425a-9fc0-a55550293a87,3929.89,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,bc7a56b1-1b57-4a36-a03b-96f6c9f9aef7,895.41,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,7f7ffeb9-7e39-4215-b064-91f36267b25e,275.18,PEN,e4e40246-5da3-466c-9d7f-13e846cff37d,802.57,3,e4e40246-5da3-466c-9d7f-13e846cff37d,1522.18,1
fb8314d3-8c6c-42d3-9889-72062056d3f4,94e7292c-c04d-4231-a65a-1b70f386a4c2,2979.06,PEN,415960a7-3e2e-4a8d-8e26-5b19b235d1d7,7f7ffeb9-7e39-4215-b064-91f36267b25e,626.17,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,bc7a56b1-1b57-4a36-a03b-96f6c9f9aef7,73.16,PEN,ef7e617c-1330-416d-b595-245233d583ad,248.67,3,ef7e617c-1330-416d-b595-245233d583ad,2233.05,1
bb997dac-753c-4b2b-b55d-6f7b64232f66,9dc8de13-7e94-445d-b7b0-e1d7ad87f8b4,5601.40,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,7f7ffeb9-7e39-4215-b064-91f36267b25e,1081.44,PEN,b617b94a-1183-47e7-837f-5adf09b8e171,7f7ffeb9-7e39-4215-b064-91f36267b25e,730.65,PEN,f0a4812c-efb3-4e7e-a9ec-cfee7d9fb72b,802.46,2,f0a4812c-efb3-4e7e-a9ec-cfee7d9fb72b,1998.24,2
77ab09ae-9f0f-434c-9a4e-0f1e3a0882b6,c975e3ec-93fa-411d-9070-24a3a93d9a5c,7322.88,PEN,b617b94a-1183-47e7-837f-5adf09b8e171,91e9c37a-bb8b-4702-9a1e-4dd5bbf0dfec,1225.26,PEN,eaeb3b9f-d1fd-4e61-91ad-0d30442ef1b5,fdbf5a2a-d3bb-41ea-b5ea-ea50b95eec39,692.77,PEN,f3c6ec43-2d5f-403e-b3cc-b5a20f0e7963,1042.23,2,f3c6ec43-2d5f-403e-b3cc-b5a20f0e7963,1746.14,3
6f0b6dcf-bf11-4f07-a8b4-e5a98e91b2bc,dd7b5519-1d6a-425a-9fc0-a55550293a87,5825.66,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,bc7a56b1-1b57-4a36-a03b-96f6c9f9aef7,197.78,PEN,a0e68d2e-740f-426f-9a0b-191f9e2d0f2a,fdbf5a2a-d3bb-41ea-b5ea-ea50b95eec39,649.00,PEN,f51226cb-0bf6-4d3a-bf26-7d1e8456fcc7,2485.79,1,f51226cb-0bf6-4d3a-bf26-7d1e8456fcc7,1113.29,3
